"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency",,,,,,
"TINY TOT TELL ME MORE 1","2003",,"TINY TOT PUBLICATIONS","2004","SCIENCE","11111173","ENGLISH MEDIUM","DELHI","EFD 70",,,,"D.S.SAM AND K.S.KOHLI","SCIENCE","173",,,"$150.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY BLOOD","2002",,"NAVNEET ","2005","SCIENCE","11111174","ENGLISH MEDIUM","MUMBAI","EFD 75",,,,"STEVE PARKER","SCIENCE","174",,,"$80.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY SENCES","2002",,"NAVNEET ","2005","SCIENCE","11111175","ENGLISH MEDIUM","MUMBAI","EFD 76",,,,"STEVE PARKER","SCIENCE","175",,,"$80.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY SKELETON","2004",,"NAVNEET ","2005","SCIENCE","11111176","ENGLISH MEDIUM","MUMBAI","EFD 77",,,,"STEVE PARKER","SCIENCE","176",,,"$75.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY LUNGS","2002",,"NAVNEET ","2005","SCIENCE","11111177","ENGLISH MEDIUM","MUMBAI","EFD 78",,,,"STEVE PARKER","SCIENCE","177",,,"$75.00",,,,,,,,,,,,,
"LOOK AT YOUR BODY BRAIN AND NERVES","2002",,"NAVNEET ","2004","SCIENCE","11111178","ENGLISH MEDIUM","MUMBAI","EFD 79",,,,"STEVE PARKER","SCIENCE","178",,,"$80.00",,,,,,,,,,,,,
"COMPUTERS","1998",,"NAVNEET ","2012","SCIENCE","11111179","ENGLISH MEDIUM","MUMBAI","EFH 7",,,,"STEVE PARKER","SCIENCE","179",,,"$75.00",,,,,,,,,,,,,
"COMMUNICATIONS","2003",,"NAVNEET ","2005","COMPUTER","11111180","ENGLISH MEDIUM","MUMBAI","EFH 8",,,,"STEVE PARKER","COMPUTER","180",,,"$75.00",,,,,,,,,,,,,
"HOLY FAITH ESSENTIAL ENGLISH GRAMMER AND COMPOSITION","2003",,"HOLY FAITH INTERNATIONAL LTD ","2004","GRAMMER","11111183","ENGLISH MEDIUM","NEW DELHI","EFA 45",,,,"JAMES THOMAS","GRAMMER","183",,,"$100.00",,,,,,,,,,,,,
"HITOPADESH 5","2006",,"NAVNEET ","2008","CHILDREN LITERATURE","11111198","ENGLISH MEDIUM","MUMBAI","EEB 800",,,,"YOGESH JOSHI","CHILDREN LITERATURE","198",,,"$40.00",,,,,,,,,,,,,
"MOHANDAS KARAMCHAND GANDHI","2004",,"STERLING PRESS PVT LTD","2005","BIOGRAPHY","11111206","ENGLISH MEDIUM",,"EB 53",,,,"DIPALI SINGH","BIOGRAPHY","206",,,"$20.00",,,,,,,,,,,,,
"MANAV GHADTHAR KALA","2003",,"CENTRAL CHINMSYAYA TRUST","2005","PERSONALITY DEVELOPEMENT","11111207","ENGLISH MEDIUM GUJ BOOK",,"EP 24",,,,"SWAMI CHINMAYAND","PERSONALITY DEVELOPEMENT","207",,,"$0.00",,,,,,,,,,,,,
"JIVAN JYOT JALAV","2003",,"CENTRAL CHINMSYAYA TRUST","2005","PERSONALITY DEVELOPEMENT","11111208","ENGLISH MEDIUM",,"EP 25",,,,"SWAMI CHINMAYAND","PERSONALITY DEVELOPEMENT","208",,,"$0.00",,,,,,,,,,,,,
"A VISION OF INDIA PROFILE OF EXCELLENCE","2004",,"NAVNEET ","2005","GK","11111209","ENGLISH MEDIUM","MUMBAI","EK 177",,,,"SWARN KHANDPUR","GK","209",,,"$80.00",,,,,,,,,,,,,
"52 WAYS TO LIVE SUCCESS","2006",,"JAICO PUBLICATION HOUSE","2007","PERSONALITY DEVELOPEMENT","11111210","ENGLISH MEDIUM","NEW DELHI","EP 26",,,,"JEAME SHARBYNO","PERSONALITY DEVELOPEMENT","210",,,"$0.00",,,,,,,,,,,,,
"BAL SATANG PART 1","2003",,"SWAMINARAYAN AKSHARPITH","2005","BIOGRAPHY","11111212","ENGLISH MEDIUM","AHAMEDABAD","EB 54",,,,"SWAMINARAYAN","BIOGRAPHY","212",,,"$15.00",,,,,,,,,,,,,
"SNOW WHITE AND THE SEVEN DWARFS",,,"A GOLDEN BOOK","2005","CHILDREN LITERATURE","11111215","ENGLISH MEDIUM","USA",,,,,,"CHILDREN LITERATURE","215",,,"$40.00",,,,,,,,,,,,,
"DREAMS TO REALITY A BIOGRAPHY OF DR. A.P.J.ABDUL KALAM","2004",,"NAVNEET ","2005","BIOGRAPHY","11111219","ENGLISH MEDIUM","MUMBAI","EB 55",,,,"SRINIVAS LAXMAN","BIOGRAPHY","219",,,"$100.00",,,,,,,,,,,,,
"CHANDRASHEKHAR AZAD","2004",,"MANOJ PUBLICATION","2005","BIOGRAPHY","11111230","ENGLISH MEDIUM","DELHI","EB 58",,,,"IGEN B.","BIOGRAPHY","230",,,"$40.00",,,,,,,,,,,,,
"SHIV PARVATI","2003",,"MANOJ PUBLICATION","2005","STORY BOOK","11111231","ENGLISH MEDIUM","DELHI","EEB 809",,,,"ANIL KUMAR","STORY BOOK","231",,,"$40.00",,,,,,,,,,,,,
"BHAKT PRAHLADA","2002",,"MANOJ PUBLICATION","2005","CHILDREN LITERATURE","11111232","ENGLISH MEDIUM","DELHI","EEB 810",,,,"KAKA HARIOM","CHILDREN LITERATURE","232",,,"$40.00",,,,,,,,,,,,,
"FAIRY TALES 2","2003",,"NAVNEET ","2005","CHILDREN LITERATURE","11111233","ENGLISH MEDIUM","MUMBAI","EEB 811",,,,"BHIKHABHAI SUTHAR","CHILDREN LITERATURE","233",,,"$30.00",,,,,,,,,,,,,
"WITTY TENALIRAMA","2003",,"MANOJ PUBLICATION","2005","CHILDREN LITERATURE","11111237","ENGLISH MEDIUM",,"EEB 815",,,,"KUNWAR ANIL KUMAR","CHILDREN LITERATURE","237",,,"$40.00",,,,,,,,,,,,,
"VEER SVARKAR","2003",,"MANOJ PUBLICATION","2005","STORY BOOK","11111238","ENGLISH MEDIUM","DELHI","EEB 816",,,,"DR. MAHENDRA MITTAL","STORY BOOK","238",,,"$40.00",,,,,,,,,,,,,
"SUPER PICTURE DICTIONARY","2004",,"DREAMLAND PUB","2004","GRAMMER","11111239","ENGLISH MEDIUM","NEW DELHI","EFA 47",,,,"PRASHANT GUPTA","GRAMMER","239",,,"$150.00",,,,,,,,,,,,,
"101 GREAT INDIAN MONUMENTS","2004",,"TINY TOT PUBLICATIONS","2005","STORY BOOK","11111240","ENGLISH MEDIUM","NEW DELHI","EK 178",,,,"SHYAM DUA","STORY BOOK","240",,,"$110.00",,,,,,,,,,,,,
"PANCHANTANTRA",,,"NAVNEET ","2007","CHILDREN LITERATURE","11111242","ENGLISH MEDIUM","MUMBAI","EEB 818",,,,"YOGESH JOSHI","CHILDREN LITERATURE","242",,,"$40.00",,,,,,,,,,,,,
"MANORAMA YEAR BOOK 2006","2004",,"MALAYA MANORAMA","2005","GK","11111246","ENGLISH MEDIUM",,"EK 179",,,,,"GK","246",,,"$120.00",,,,,,,,,,,,,
"OXFORD READING CIRCLE","2005",,"OXFORD UNI PRESS","2006","STORY BOOK","11111247","ENGLISH MEDIUM","DELHI","EEB 822",,,,"NICHOLUS HORSBURGH","STORY BOOK","247",,,"$58.00",,,,,,,,,,,,,
"101 WYS TO IMPROVE YOUR GRAMMAR SKILLS","2005",,"SCHOLASTIC","2006","GRAMMER","11111251","ENGLISH MEDIUM","NEW DELHI","EFA 46",,,,"BARBARA LEVY","GRAMMER","251",,,"$65.00",,,,,,,,,,,,,
"RABINDRANATH TAGORE SELECTED SHORT STORIES","2005",,"PENGUIN BOOKS","2006","STORY BOOK","11111252","ENGLISH MEDIUM","DELHI","EEB 824",,,,"WILLIAM RADICE","STORY BOOK","252",,,"$250.00",,,,,,,,,,,,,
"ARE YOU AFRAID OF THE DARK?","2004",,"HARPER COLLIAM PUB INDIA","2006","NOVEL","11111255","ENGLISH MEDIUM",,"EA 62",,,,"SIDNEY SHELDON","NOVEL","255",,,"$195.00",,,,,,,,,,,,,
"FALSE IMPRESSION","2004",,"PAN BOOKS","2006","NOVEL","11111256","ENGLISH MEDIUM",,"EA 63",,,,"JEFFREY ARCHER","NOVEL","256",,,"$250.00",,,,,,,,,,,,,
"KRISHNA KI KAHANIYA","2005",,"SCHOLASTIC","2006","HINDI","11111257","ENGLISH MEDIUM","NEW DELHI","EEC 49",,,,"POOJA PANDYE","HINDI","257",,,"$160.00",,,,,,,,,,,,,
"BEING YOUR BEST ","2005",,"DOLPHIN PRESS","2006","PERSONALITY DEVELOPEMENT","11111259","ENGLISH MEDIUM","NEW DELHI","EP 22",,,,"BARBARA A. LEWIS","PERSONALITY DEVELOPEMENT","259",,,"$125.00",,,,,,,,,,,,,
"LITTLE WOMEN LOUISA MAY ALCOTT","2004",,"SCHOLASTIC","2006","NOVEL","11111262","ENGLISH MEDIUM","NEW DELHI","EA 64",,,,"PAULA DANZIGER","NOVEL","262",,,"$100.00",,,,,,,,,,,,,
"A BRIEF HISTORY OF TIME","2005",,"BANTAM BOOKS","2006","NOVEL","11111265","ENGLISH MEDIUM","NEW DELHI","EA 66",,,,"STEPHEN W. HAWKING","NOVEL","265",,,"$310.00",,,,,,,,,,,,,
"BEING YOUR BEST","2004",,"DOLPHIN PRESS","2006","PERSONALITY DEVELOPEMENT","11111266","ENGLISH MEDIUM","NEW DELHI","EP 28",,,,"BARBARA LEVY","PERSONALITY DEVELOPEMENT","266",,,"$145.00",,,,,,,,,,,,,
"6 PLAYS","2005",,"CHILDREN BOOK TRUST","2006","STORY BOOK","11111268","ENGLISH MEDIUM","NEW DELHI","EEB 825",,,,,"STORY BOOK","268",,,"$36.00",,,,,,,,,,,,,
"ROBIN HOOD AND HIS MERRY MEN","2005",,"SCHOLASTIC","2006","STORY BOOK","11111270","ENGLISH MEDIUM","NEW DELHI","EEB 826",,,,"HOWARD PYLE","STORY BOOK","270",,,"$95.00",,,,,,,,,,,,,
"100 GREAT LEADERS","2004",,"NAVNEET ","2006","BIOGRAPHY","11111272","ENGLISH MEDIUM","MUMBAI","EB 59",,,,,"BIOGRAPHY","272",,,"$150.00",,,,,,,,,,,,,
"RAMAYANA","2005",,"ANKUR PRAKASHAN","2006","STORY BOOK","11111275","ENGLISH MEDIUM","AHAMEDABAD","EEB 828",,,,"A.J.PATEL","STORY BOOK","275",,,"$50.00",,,,,,,,,,,,,
"WORLDS WEATHER AND CLIMATE","1996",,"NAVNEET ","2012","SCIENCE","11111283","ENGLISH MEDIUM","MUMBAI","EFD 81",,,,"DICK FILE","SCIENCE","283",,,"$70.00",,,,,,,,,,,,,
"BEST OF GOODNIGHT STORIES","2006",,"TINY TOT PUBLICATIONS","2006","STORY BOOK","11111284","ENGLISH MEDIUM","NEW DELHI","EEB 832",,,,,"STORY BOOK","284",,,"$120.00",,,,,,,,,,,,,
"SOLAR SYSTEM","2004",,"POPULAR PRAKASHAN","2006","SCIENCE","11111285","ENGLISH MEDIUM","DISCOVERY CHANNEL","EFD 82",,,,,"SCIENCE","285",,,"$95.00",,,,,,,,,,,,,
"HARRY POTTER",,,"BLOOMSBURY","2006","NOVEL","11111286","ENGLISH MEDIUM",,"EA 68",,,,"J.K.ROWLING","NOVEL","286",,,"$0.00",,,,,,,,,,,,,
"G.K.QUIZ FOR ALL","2005",,"TINY TOT PUBLICATIONS","2006","GK","11111287","ENGLISH MEDIUM","DELHI","EK 180",,,,"S.K. MEHRA","GK","287",,,"$60.00",,,,,,,,,,,,,
"STORIES FROM PANCHANTRA 1","2005",,"CHILDREN BOOK TRUST","2006","STORY BOOK","11111288","ENGLISH MEDIUM","NEW DELHI","EEB 833",,,,"SHIVKUMAR","STORY BOOK","288",,,"$120.00",,,,,,,,,,,,,
"32 STORIES FOR CHILDREN",,,"ANKUR PRAKASHAN","2006","CHILDREN LITERATURE","11111296","ENGLISH MEDIUM","AHAMEDABAD","EEB 840",,,,"SOMABHAI PATEL","CHILDREN LITERATURE","296",,,"$0.00",,,,,,,,,,,,,
"THE PEARSON CONCISE GENERAL KNOWLEDGE MANUAL 2006",,,"PEARSON EDUCATION","2006","STORY BOOK","11111297","ENGLISH MEDIUM",,"EK 181",,,,"SHOWICK THORPE","STORY BOOK","297",,,"$125.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE BANK 1",,,"PUSTAK MAHAL","2006","GK","11111300","ENGLISH MEDIUM",,"EK 182",,,,"DR. SUNIL GUPTA","GK","300",,,"$60.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE BANK 2","2005",,"PUSTAK MAHAL","2006","GK","11111301","ENGLISH MEDIUM","DELHI","EK 183",,,,"DR. SUNITA GUPTA","GK","301",,,"$60.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE BANK 3","2005",,"PUSTAK MAHAL","2006","GK","11111302","ENGLISH MEDIUM","DELHI","EK 184",,,,"DR. SUNITA GUPTA","GK","302",,,"$60.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE BANK 4","2005",,"PUSTAK MAHAL","2006","GK","11111303","ENGLISH MEDIUM","DELHI","EK 185",,,,"DR. SUNITA GUPTA","GK","303",,,"$60.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE BANK 5","2005",,"PUSTAK MAHAL","2006","GK","11111304","ENGLISH MEDIUM","MUMBAI","EK 186",,,,"DR.SUNITA GUPTA","GK","304",,,"$60.00",,,,,,,,,,,,,
"CHILDRENS KNOWLEDGE BANK 6","2004",,"PUSTAK MAHAL","2006","GK","11111305","ENGLISH MEDIUM","NEW DELHI","EK 187",,,,"DR. SUNITA GUPTA","GK","305",,,"$60.00",,,,,,,,,,,,,
"WITTY TALES OF AKBAR BIRBAL",,,"MANOJ PUBLICATION","2002","CHILDREN LITERATURE","11111306","ENGLISH MEDIUM","DELHI","EEB 842",,,,"RAJIV TIWARI","CHILDREN LITERATURE","306",,,"$40.00",,,,,,,,,,,,,
"LITTLE HANUMAN",,,,"2000","CHILDREN LITERATURE","11111322","ENGLISH MEDIUM",,"EEB 846",,,,"SMARA","CHILDREN LITERATURE","322",,,"$25.00",,,,,,,,,,,,,
"LITTLE HANUMAN",,,"SEASON PUBLISHING","2006","CHILDREN LITERATURE","11111323","ENGLISH MEDIUM",,"EEB 846",,,,"SMAARA","CHILDREN LITERATURE","323",,,"$0.00",,,,,,,,,,,,,
"WORLDS GREAT SPEECHES OF ALL TIMES","2003",,"BOOK PALACE","2005","BIOGRAPHY","11111325","ENGLISH MEDIUM","NEW DELHI","EB 61",,,,"ABRAR MOHSIN","BIOGRAPHY","325",,,"$50.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2005",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2006","GK","11111326","ENGLISH MEDIUM","NEW DELHI","EK 199",,,,,"GK","326",,,"$0.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2005",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2006","GK","11111327","ENGLISH MEDIUM","NEW DELHI","EK 200",,,,,"GK","327",,,"$0.00",,,,,,,,,,,,,
"LITTLE KRISHNA","2004",,"SHREE BOOK CENTRE","2006","STORY BOOK","11111328","ENGLISH MEDIUM","AHAMEDABAD","EEB 880",,,,"GAMAN","STORY BOOK","328",,,"$25.00",,,,,,,,,,,,,
"FUNNY YOU SHOULD ASK","2004",,"SCHOLASTIC","2006","GK","11111335","ENGLISH MEDIUM","NEW DELHI","EK 202",,,,"MARG MEIKLE","GK","335",,,"$0.00",,,,,,,,,,,,,
"INDIA A TOURISTSS GUIDE","2004",,"VASAN BOOK DEPOT","2006","GK","11111336","ENGLISH MEDIUM","DELHI","EK 203",,,,,"GK","336",,,"$195.00",,,,,,,,,,,,,
"THE IMMORTAL CHARACTER OF THE RAMAYANA",,,"NAVNEET ","2006","CHILDREN LITERATURE","11111340","ENGLISH MEDIUM","MUMBAI","EEB 988",,,,"YOGESH JOSHI","CHILDREN LITERATURE","340",,,"$40.00",,,,,,,,,,,,,
"PRERANANU ZARANU","2004",,"ADHIA INTERNATIONAL","2006","PERSONALITY DEVELOPEMENT","11111341","ENGLISH MEDIUM",,"EP 32",,,,"DR. JITENDRA ADHIA","PERSONALITY DEVELOPEMENT","341",,,"$70.00",,,,,,,,,,,,,
"VIRAL VIBHUTIA","2004",,"SOHAM TRUST","2006","BIOGRAPHY","11111342","ENGLISH MEDIUM",,"EB 104",,,,"BINA JOSHI","BIOGRAPHY","342",,,"$90.00",,,,,,,,,,,,,
"UP TO DATE SCHOOL NIBHAND","2004",,"GOODWILLS","2006","HINDI","11111345","ENGLISH MEDIUM","NEW DELHI","EEC 51",,,,"S.S. BAKHARI","HINDI","345",,,"$65.00",,,,,,,,,,,,,
"THE THIRSTY CROW",,,,"2006","CHILDREN LITERATURE","11111347","ENGLISH MEDIUM",,"EEB 991",,,,,"CHILDREN LITERATURE","347",,,"$20.00",,,,,,,,,,,,,
"VIVEKANANDJI SATHE VARTALAP","2004",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111354","ENGLISH MEDIUM",,"EP 33",,,,,"PERSONALITY DEVELOPEMENT","354",,,"$10.00",,,,,,,,,,,,,
"SHAKTIDAI VICHAR",,,,"2006","PERSONALITY DEVELOPEMENT","11111355","ENGLISH MEDIUM",,"EP 34",,,,,"PERSONALITY DEVELOPEMENT","355",,,"$4.00",,,,,,,,,,,,,
"VIDHYARTHINI PATRA","2004",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111356","ENGLISH MEDIUM",,"EP 35",,,,"SWAMI PURUSHOTAMANAND","PERSONALITY DEVELOPEMENT","356",,,"$5.00",,,,,,,,,,,,,
"UTHO JAGO","2004",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111357","ENGLISH MEDIUM",,"EP 36",,,,"SWAMI VIVEKANANDA","PERSONALITY DEVELOPEMENT","357",,,"$12.00",,,,,,,,,,,,,
"BHAGO HEY BHARAT","2004",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111358","ENGLISH MEDIUM",,"EP 37",,,,"SWAMI VIVEKANANDA","PERSONALITY DEVELOPEMENT","358",,,"$12.00",,,,,,,,,,,,,
"SWAMI VIEKANAND RASHTRA SAMBODHAN","2004",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111359","ENGLISH MEDIUM",,"EP 38",,,,"SWAMI VIVEKANANDA","PERSONALITY DEVELOPEMENT","359",,,"$10.00",,,,,,,,,,,,,
"MULYALAKSHI KELVANI","2004",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111360","ENGLISH MEDIUM",,"EP 72",,,,"SWAMI JITYANAND","PERSONALITY DEVELOPEMENT","360",,,"$40.00",,,,,,,,,,,,,
"SWAMIVIVEKANAND ","2004",,"ADVAITA ASHRAM","2006","BIOGRAPHY","11111361","ENGLISH MEDIUM",,"EB 72",,,,"SWAMI TEJASANAND","BIOGRAPHY","361",,,"$14.00",,,,,,,,,,,,,
"SRIMAD BHAGADGITA","2004",,"SRI RAMAKRISHNA MATH","2006","SPIRITUAL","11111362","ENGLISH MEDIUM",,"EI 3",,,,"SWAMI VIRESHWARANANDA","SPIRITUAL","362",,,"$25.00",,,,,,,,,,,,,
"SRI RAMKRISHNA BIOGRAPHY","2004",,"SRI RAMAKRISHNA MATH","2006","BIOGRAPHY","11111363","ENGLISH MEDIUM",,"EB 68",,,,"SWAMINIKHILESHWARANAND","BIOGRAPHY","363",,,"$25.00",,,,,,,,,,,,,
"SWAMIVIVEKANAND AT A GLANCE","2005",,"SRI RAMAKRISHNA MATH","2006","PERSONALITY DEVELOPEMENT","11111364","ENGLISH MEDIUM",,"EP 39",,,,"SWAMI LOKESHWARANANDA","PERSONALITY DEVELOPEMENT","364",,,"$25.00",,,,,,,,,,,,,
"SRI SARDADEVI","2004",,"SRI RAMAKRISHNA MATH","2006","BIOGRAPHY","11111365","ENGLISH MEDIUM",,"NIL",,,,"SWAMI TAPASYANANDA","BIOGRAPHY","365",,,"$8.00",,,,,,,,,,,,,
"THE STORY OF SISTER NIVEDITA","2004",,"SRI RAMAKRISHNA MATH","2006","BIOGRAPHY","11111366","ENGLISH MEDIUM",,"NIL",,,,"PRAVRAJIKA","BIOGRAPHY","366",,,"$14.00",,,,,,,,,,,,,
"AWAKEN THE GENIUS IN YOUR CHILD","2005",,"ORIENTED PAPERBACKS","2006","PERSONALITY DEVELOPEMENT","11111367","ENGLISH MEDIUM","NEW DELHI","EP 42",,,,"SHANKUTALA DEVI","PERSONALITY DEVELOPEMENT","367",,,"$150.00",,,,,,,,,,,,,
"WHO MOVED MY CHEESE?","2005",,"VERMILLION","2006","STORY BOOK","11111372","ENGLISH MEDIUM","NEW DELHI","EEB 1006",,,,"DR SPENCER JOHNSON","STORY BOOK","372",,,"$125.00",,,,,,,,,,,,,
"SCIENCE DISCOVERY WATER AND FLOATING","2005",," NAVNEET","2006","SCIENCE","11111374","ENGLISH MEDIUM","MUMBAI","EFD 83",,,,"ALAM WORD","SCIENCE","374",,,"$70.00",,,,,,,,,,,,,
"EDUCATION PROGRAMMES IN MANAGEMENT",,,"NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDY","2006","GRAMMER","11111376","ENGLISH MEDIUM","BOMBAY","EFA 52",,,,"V.P.MICHEAL","GRAMMER","376",,,"$50.00",,,,,,,,,,,,,
"EVEREST","2005",,"SCHOLASTIC","2006","STORY BOOK","11111379","ENGLISH MEDIUM","NEW DELHI","EEB 1027",,,,"GORDON KORMAN","STORY BOOK","379",,,"$150.00",,,,,,,,,,,,,
"P.J.FUNNUBUNNY",,,"RANDOM HOUSE","2004","CHILDREN LITERATURE","11111384","ENGLISH MEDIUM","NEW YORK","EEB 1032",,,,"MARILYN SADLER","CHILDREN LITERATURE","384",,,"$25.00",,,,,,,,,,,,,
"ANMOL RATNA","2005",,"GRAND DREAMSLLIM","2006","STORY BOOK","11111386","ENGLISH MEDIUM",,"EEB 1042",,,,,"STORY BOOK","386",,,"$25.00",,,,,,,,,,,,,
"BUBBLES OWNS UP",,,,"2007","CHILDREN LITERATURE","11111387","ENGLISH MEDIUM",,"EEB 1037",,,,,"CHILDREN LITERATURE","387",,,"$0.00",,,,,,,,,,,,,
"THE COUNTRY MOUSE AND THE TOWN MOUSE",,,"MPB PUBLICATIONS ","2006","CHILDREN LITERATURE","11111388","ENGLISH MEDIUM","DELHI","EEB 1038",,,,,"CHILDREN LITERATURE","388",,,"$0.00",,,,,,,,,,,,,
"THE THIRSTY CROW","2005",,"MPB PUBLICATIONS ","2006","CHILDREN LITERATURE","11111390","ENGLISH MEDIUM","DELHI","EEB 1040",,,,,"CHILDREN LITERATURE","390",,,"$25.00",,,,,,,,,,,,,
"LETS KNOW ABOUT MONUMENTS","2004",,"PRINTED ATUNIC PRESS","2006","GK","11111397","ENGLISH MEDIUM",,"EK 218",,,,,"GK","397",,,"$0.00",,,,,,,,,,,,,
"LETS KNOW ABOUT COMMUNICATION","2004",,"PRINTED ATUNIC PRESS","2006","GK","11111398","ENGLISH MEDIUM",,"EK 217",,,,,"GK","398",,,"$0.00",,,,,,,,,,,,,
"POLAR REGION","2005",,"PRINTED ATUNIN PRESS","2006","GK","11111399","ENGLISH MEDIUM",,"EK 216",,,,,"GK","399",,,"$0.00",,,,,,,,,,,,,
"A COLLECTION OF 111 COLOURFUL STORIES FOR KIDS A TREASURY OF TALES","2006",,"AKSHARA PRAKASHAN","2007","STORY BOOK","11111400","ENGLISH MEDIUM","AHAMEDABAD","EEB 1063",,,,"V. RAMANUJ","STORY BOOK","400",,,"$300.00",,,,,,,,,,,,,
"THE ELEPHANT AND THE CRAB","2006",,"KIDDZ BOOK","2007","STORY BOOK","11111408","ENGLISH MEDIUM","MALAYSIA","EEB 1076",,,,"PATRICK MORAIS","STORY BOOK","408",,,"$225.00",,,,,,,,,,,,,
"GK QUES ANS",,,"PARICHAY OVERSEAS","2007","GK","11111409","ENGLISH MEDIUM",,"EK 226",,,,,"GK","409",,,"$40.00",,,,,,,,,,,,,
"THE CALCUTTA QUIZ BOOK","2004",,"A NORTH STAR BOOK","2007","GK","11111410","ENGLISH MEDIUM",,"EK 227",,,,"NEIL OBRIEN","GK","410",,,"$50.00",,,,,,,,,,,,,
"HINTS ON NATIONAL EDUCATION IN INDIA","2005",,"UDBODHAN OFFICE","2007","OTHER","11111411","ENGLISH MEDIUM","KOLKOTTA","EKB 37",,,,"SISTER NIVEDITA","OTHER","411",,,"$30.00",,,,,,,,,,,,,
"ENVIRONMENTAL STUDIES","2006",,"LAXMI PUBLICATIONS LTD","2007","SCIENCE","11111412","ENGLISH MEDIUM","BANGALORE","EFD 93",,,,"DR. J.P.SHARMA","SCIENCE","412",,,"$60.00",,,,,,,,,,,,,
"MINERALS OF INDIA","2005",,"NATIONAL BOOK CENTRE","2007","GK","11111413","ENGLISH MEDIUM","DELHI","EK 228",,,,"D.N.WADIA","GK","413",,,"$42.00",,,,,,,,,,,,,
"MOTHER TERESA","2006",,"RBC INTERNATIONAL","2007","BIOGRAPHY","11111414","ENGLISH MEDIUM",,"EB 71",,,,,"BIOGRAPHY","414",,,"$30.00",,,,,,,,,,,,,
"THOAS ALWA EDISON","2006",,"SADHANA PUBLICATION","2007","BIOGRAPHY","11111415","ENGLISH MEDIUM",,"EB 72",,,,"M.L.ASHOK","BIOGRAPHY","415",,,"$22.00",,,,,,,,,,,,,
"RABINDRANATH TAGORE","2006",,"RBC INTERNATIONAL","2007","BIOGRAPHY","11111416","ENGLISH MEDIUM",,"EB 73",,,,,"BIOGRAPHY","416",,,"$30.00",,,,,,,,,,,,,
"NELSON MENDALA","2006",,"SPIDER BOOKS","2007","BIOGRAPHY","11111417","ENGLISH MEDIUM",,"EB 74",,,,,"BIOGRAPHY","417",,,"$25.00",,,,,,,,,,,,,
"KSILKHILAT","2006",,"SOTHELAL MASTER","2007","STORY BOOK","11111418","ENGLISH MEDIUM
",,"EEB 1096",,,,"SUDARSAN K MASTER","STORY BOOK","418",,,"$25.00",,,,,,,,,,,,,
"KHIL KHILAT",,,"SUNDERLAL MASTER","2007","STORY BOOK","11111419","ENGLISH MEDIUM
",,"NIL",,,,"SUDARSHAN MASTER","STORY BOOK","419",,,"$2,006.00",,,,,,,,,,,,,
"KHIL KHILAT",,,"SUNDERLAL MASTER","2007","STORY BOOK","11111420","ENGLISH MEDIUM
",,"NIL",,,,"SUDARSAN MASTER","STORY BOOK","420",,,"$2,006.00",,,,,,,,,,,,,
"ONE EYED GROOM",,,"DYNAMIC PUBLICATIONS ","2007","CHILDREN LITERATURE","11111423","ENGLISH MEDIUM",,"EEB 1100",,,,"ANIEL DHIGAN","CHILDREN LITERATURE","423",,,"$30.00",,,,,,,,,,,,,
"HIMALAYA KA SAMAPARN","2007",,"BABASWAMI PRINTING","2007","HINDI","11111424","ENGLISH MEDIUM","MUMBAI","EEC 64",,,,"SHRI SHIVKRUPANAND SWAMI","HINDI","424",,,"$450.00",,,,,,,,,,,,,
"HUMOROUS STORIES OF SHEKH CHILLI","2007",,"MANOJ PUBLICATION","2008","STORY BOOK","11111425","ENGLISH MEDIUM","DELHI","EEB 1123",,,,"IGEN B","STORY BOOK","425",,,"$80.00",,,,,,,,,,,,,
