Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,TITLE,",LJIT16322,,1,450,,UNIQUE BOOK STORE,,"ME,TITLE,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16323,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16324,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16325,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16326,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16327,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16328,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16329,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16330,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16331,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16332,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16333,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16334,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16335,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16336,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16337,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16338,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16339,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16340,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16341,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16342,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16343,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16344,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16345,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16346,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16347,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16348,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16349,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16350,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16351,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16352,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16353,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16354,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16355,,1,450,,UNIQUE BOOK STORE,,"ME,"
PRODUCT DESIGN AND DEVELOPMENT,4,,TATA MCGRAW HILL,2009,,,ENGLISH,NEW DELHI,658.5752,,,,ULRICH K T ; Author  EPPINGER S D ; Author  GOYAL A ; Author,"ME,",LJIT16356,,1,450,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,TITLE,",LJIT16357,,1,495,,UNIQUE BOOK STORE,,"ME,TITLE,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16358,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16359,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16360,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16361,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16362,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16363,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16364,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16365,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16366,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16367,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16368,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16369,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16370,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16371,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16372,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16373,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16374,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16375,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16376,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16377,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16378,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16379,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16380,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16381,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16382,,1,495,,UNIQUE BOOK STORE,,"ME,"
AUTOMATION PRODUCTION SYSTEMS AND COMPUTER INTEGRATED MANUFACTURING,3,,PHI LEARING PRIVATE LIMITED,2011,,,ENGLISH,NEW DELHI ,670.285,,,,GROOVER M P ; Author,"ME,",LJIT16383,,1,495,,UNIQUE BOOK STORE,,"ME,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16384,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16385,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16386,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16387,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16388,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16389,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16390,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16391,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16392,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16393,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16394,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16395,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16396,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16397,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16398,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16399,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16400,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16401,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16402,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16403,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16404,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16405,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16406,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16407,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16408,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16409,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16410,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16411,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16412,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16413,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16414,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16415,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16416,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16417,,1,325,,UNIQUE BOOK STORE,,"EC,"
MICROWAVE DEVICES AND CIRCUITS,3,,PEARSON EDUCATION LTD,2009,,,ENGLISH,NEW DELHI,621.3813,,,,LIAO S Y ; Author,"EC,",LJIT16418,,1,325,,UNIQUE BOOK STORE,,"EC,"
THE COMPLETE REFERENCE ASP.NET,,,TATA MCGRAW HILL,2010,,,ENGLISH,NEW DELHI,005.133,,,,MACDONALD M ; Author,"CE, IT,",LJIT16419,,1,625,,UNIQUE BOOK STORE,,"CE, IT,"
THE COMPLETE REFERENCE ASP.NET,,,TATA MCGRAW HILL,2010,,,ENGLISH,NEW DELHI,005.133,,,,MACDONALD M ; Author,"CE, IT,",LJIT16420,,1,625,,UNIQUE BOOK STORE,,"CE, IT,"
THE COMPLETE REFERENCE ASP.NET,,,TATA MCGRAW HILL,2010,,,ENGLISH,NEW DELHI,005.133,,,,MACDONALD M ; Author,"CE, IT,",LJIT16421,,1,625,,UNIQUE BOOK STORE,,"CE, IT,"
THE COMPLETE REFERENCE ASP.NET,,,TATA MCGRAW HILL,2010,,,ENGLISH,NEW DELHI,005.133,,,,MACDONALD M ; Author,"CE, IT,",LJIT16422,,1,625,,UNIQUE BOOK STORE,,"CE, IT,"
THE COMPLETE REFERENCE ASP.NET,,,TATA MCGRAW HILL,2010,,,ENGLISH,NEW DELHI,005.133,,,,MACDONALD M ; Author,"CE, IT,",LJIT16423,,1,625,,UNIQUE BOOK STORE,,"CE, IT,"
THE COMPLETE REFERENCE ASP.NET,,,TATA MCGRAW HILL,2010,,,ENGLISH,NEW DELHI,005.133,,,,MACDONALD M ; Author,"CE, IT,",LJIT16424,,1,625,,UNIQUE BOOK STORE,,"CE, IT,"
